Date,Dividends
2015-12-02,0.490000
2015-08-05,0.490000
2015-05-06,0.490000
2015-03-11,0.490000
2014-12-03,0.480000
2014-08-06,0.480000
2014-05-07,0.480000
2014-03-07,0.480000
2013-12-04,0.470000
2013-08-07,0.470000
2013-05-08,0.470000
2013-03-08,0.470000
2012-12-05,0.398000
2012-08-08,0.398000
2012-05-09,0.398000
2012-03-08,0.398000
2011-12-07,0.365000
2011-08-10,0.365000
2011-05-11,0.365000
2011-03-09,0.365000
2010-12-08,0.303000
2010-08-11,0.303000
2010-05-12,0.303000
2010-03-10,0.303000
