Date,Dividends
2016-02-04,0.520000
2015-11-05,0.520000
2015-08-06,0.520000
2015-05-07,0.520000
2015-02-05,0.470000
2014-11-06,0.470000
2014-08-07,0.470000
2014-05-08,0.470000
2014-02-06,0.435710
2013-11-06,0.435710
2013-08-08,0.435710
2013-05-09,0.435710
2013-02-07,0.378570
2012-11-07,0.378570
2012-08-09,0.378570
